C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET22:50:48

NGC  5139
---------

Number of objects : 7684

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
2451|    445.63|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 29084            |*  |13 27 09.2085777109 -47 22 20.011850622|     ~|14.900|14.594|     ~|     ~|~              |   2|   0
2452|    583.01|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 30123            |*  |13 27 32.6034187230 -47 22 47.795015528|     ~|14.620|13.804|     ~|     ~|~              |   4|   0
2453|    891.09|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 30138            |*  |13 28 08.4255059817 -47 23 05.371341780|     ~|16.510|15.762|     ~|     ~|~              |   2|   0
2454|    841.58|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 31019            |*  |13 25 30.42 -47 23 29.7                |     ~|15.630|15.561|     ~|     ~|~              |   1|   0
2455|    740.23|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 31025            |*  |13 25 41.32 -47 23 29.8                |     ~|15.750|14.631|     ~|     ~|~              |   2|   0
2456|    354.68|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 31122            |*  |13 27 01.70 -47 23 23.0                |     ~|15.410|15.419|     ~|     ~|~              |   1|   0
2457|    632.68|    90|2007ApJ...661L.155P|S              |2MASS J13274064-4723189            |RG*|13 27 40.6526987259 -47 23 18.980229415|14.72 |14.240|13.194|     ~|12.019|~              |  10|   0
2458|    632.68|   100|2000A&A...360..472V|B              |2MASS J13274064-4723189            |RG*|13 27 40.6526987259 -47 23 18.980229415|14.72 |14.240|13.194|     ~|12.019|~              |  10|   0
2459|    632.68|   100|2007MNRAS.382.1353V|S              |2MASS J13274064-4723189            |RG*|13 27 40.6526987259 -47 23 18.980229415|14.72 |14.240|13.194|     ~|12.019|~              |  10|   0
2460|    632.68|   100|2010ApJ...722.1373J|B              |2MASS J13274064-4723189            |RG*|13 27 40.6526987259 -47 23 18.980229415|14.72 |14.240|13.194|     ~|12.019|~              |  10|   0
2461|    815.43|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 31167            |*  |13 28 00.7362165708 -47 23 15.339140355|     ~|15.180|14.360|     ~|     ~|~              |   4|   0
2462|    604.70|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 32022            |*  |13 25 55.2953878572 -47 23 50.320254899|     ~|14.960|14.387|     ~|     ~|~              |   3|   0
2463|    667.52|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 32180            |*  |13 27 46.4433187315 -47 23 54.066007362|     ~|14.870|14.569|     ~|     ~|~              |   1|   0
2464|    722.14|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 32183            |*  |13 27 51.80 -47 23 41.2                |     ~|16.430|15.606|     ~|     ~|~              |   3|   0
2465|    393.62|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 35232            |*  |13 27 19.59 -47 25 08.1                |     ~|15.690|15.594|     ~|     ~|~              |   1|   0
2466|    512.39|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 36275            |*  |13 27 33.88 -47 25 28.3                |     ~|14.430|14.178|     ~|     ~|~              |   1|   0
2467|    346.73|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 37294            |*  |13 27 17.61 -47 26 06.1                |     ~|14.850|14.528|     ~|     ~|~              |   1|   0
2468|    612.39|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 38349            |*  |13 27 46.43 -47 26 42.8                |     ~|15.820|15.777|     ~|     ~|~              |   1|   0
2469|    168.86|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 39326            |*  |13 27 00.72 -47 27 06.4                |     ~|15.120|14.737|     ~|13.246|~              |   2|   0
2470|    168.86|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 39326            |*  |13 27 00.72 -47 27 06.4                |     ~|15.120|14.737|     ~|13.246|~              |   2|   0
2471|    954.61|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 40011            |*  |13 25 13.3565266785 -47 27 40.303948908|     ~|14.690|14.383|     ~|     ~|~              |   1|   0
2472|    568.61|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 40477            |*  |13 27 42.90 -47 27 33.6                |     ~|16.460|16.404|     ~|     ~|~              |   1|   0
2473|     46.65|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 42310            |*  |13 26 50.43 -47 28 12.1                |     ~|14.910|14.604|     ~|     ~|~              |   1|   0
2474|    457.28|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 43038            |*  |13 26 02.1743498411 -47 28 48.442596846|     ~|14.600|13.666|     ~|     ~|~              |   4|   0
2475|    221.19|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 43098            |*  |13 26 25.47 -47 28 40.1                |     ~|14.890|14.583|     ~|     ~|~              |   1|   0
2476|    174.42|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 44133            |*  |13 26 30.68 -47 29 32.0                |     ~|14.770|14.450|     ~|     ~|~              |   1|   0
2477|    755.57|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 46455            |*  |13 28 01.33056 -47 30 13.1544          |     ~|16.590|15.842|     ~|     ~|~              |   2|   0
2478|    397.70|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 47049            |*  |13 26 10.1728163799 -47 30 55.496972830|     ~|14.560|14.371|     ~|     ~|~              |   1|   0
2479|    170.72|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 48141            |*  |13 26 37.9632198964 -47 31 08.333740732|     ~|14.830|14.369|     ~|     ~|~              |   1|   0
2480|    321.79|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 49311            |*  |13 27 13.91 -47 31 41.4                |     ~|14.720|14.407|     ~|     ~|~              |   1|   0
2481|    789.80|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 51017            |*  |13 25 32.3607368986 -47 32 24.228774685|     ~|16.180|15.284|     ~|     ~|~              |   4|   0
2482|    545.56|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 51248            |*  |13 27 36.6869239182 -47 32 23.009378119|     ~|16.560|15.779|     ~|     ~|~              |   1|   0
2483|    324.84|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 53153            |*  |13 27 05.4372428866 -47 33 13.838338626|     ~|16.310|15.479|     ~|     ~|~              |   1|   0
2484|    948.39|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 54013            |*  |13 25 19.0492809128 -47 34 03.456378978|     ~|15.430|15.341|     ~|     ~|~              |   1|   0
2485|    694.28|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 54025            |*  |13 25 45.57 -47 33 48.2                |     ~|15.330|14.745|     ~|     ~|~              |   2|   0
2486|    357.66|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 54062            |*  |13 26 27.95 -47 33 45.4                |     ~|16.260|16.080|     ~|     ~|~              |   1|   0
2487|    307.49|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 54090            |*  |13 26 42.8073985336 -47 33 50.238016747|     ~|14.830|14.479|     ~|     ~|~              |   1|   0
2488|    487.83|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 55040            |*  |13 26 12.40 -47 34 22.5                |     ~|14.850|14.516|     ~|     ~|~              |   1|   0
2489|    359.08|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 55123            |*  |13 27 01.73 -47 34 14.0                |     ~|15.270|15.035|     ~|     ~|~              |   1|   0
2490|    444.30|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 57097            |*  |13 27 07.6419370520 -47 35 19.643963354|     ~|14.760|14.457|     ~|     ~|~              |   1|   0
2491|    854.08|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 58112            |*  |13 28 01.2217578513 -47 35 36.913081943|     ~|15.040|14.925|     ~|     ~|~              |   1|   0
2492|    473.18|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 60056            |*  |13 26 36.4280125322 -47 36 26.349593421|     ~|14.620|13.639|     ~|     ~|~              |   2|   0
2493|   1160.38|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 6010             |*  |13 25 51.1687000939 -47 11 55.574391338|     ~|15.760|15.863|     ~|     ~|~              |   3|   0
2494|   1127.12|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 6011             |*  |13 25 57.4200967382 -47 11 59.347130386|     ~|16.100|15.266|     ~|     ~|~              |   4|   0
2495|   1394.23|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 61009            |*  |13 24 38.4508445891 -47 36 58.628867301|     ~|14.490|13.498|     ~|     ~|~              |   7|   0
2496|    623.18|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 61036            |*  |13 26 11.60 -47 37 13.9                |     ~|14.820|14.495|     ~|     ~|~              |   1|   0
2497|    520.97|    90|2007ApJ...661L.155P|S              |2MASS J13263084-4736597            |RG*|13 26 30.85 -47 36 59.8                |     ~|15.970|14.962|     ~|13.892|~              |   4|   0
2498|    520.97|   100|2007MNRAS.382.1353V|S              |2MASS J13263084-4736597            |RG*|13 26 30.85 -47 36 59.8                |     ~|15.970|14.962|     ~|13.892|~              |   4|   0
2499|    520.97|   100|2011ApJ...731...64M|B              |2MASS J13263084-4736597            |RG*|13 26 30.85 -47 36 59.8                |     ~|15.970|14.962|     ~|13.892|~              |   4|   0
2500|    586.03|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 61088            |*  |13 27 18.0531838417 -47 37 02.445664651|     ~|16.400|15.524|     ~|     ~|~              |   1|   0
2501|    852.02|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 67061            |*  |13 27 42.0992492028 -47 39 32.739105488|     ~|14.790|14.041|     ~|     ~|~              |   5|   0
2502|    849.14|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 69013            |*  |13 26 02.0562033677 -47 40 41.386664157|     ~|16.530|15.661|     ~|     ~|~              |   4|   0
2503|   1045.52|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 70013            |*  |13 25 34.6852918873 -47 41 10.153545825|     ~|15.030|14.889|     ~|     ~|~              |   1|   0
2504|   1013.15|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 70051            |*  |13 27 55.6950257035 -47 41 05.900795537|     ~|15.310|15.241|     ~|     ~|~              |   1|   0
2505|   1126.59|   100|2007MNRAS.382.1353V|S              |2MASS J13254943-4712450            |RG*|13 25 49.4397533908 -47 12 45.050377396|     ~|15.548|14.677|     ~|     ~|~              |   6|   0
2506|   1126.59|   100|2017AJ....154..150A|B              |2MASS J13254943-4712450            |RG*|13 25 49.4397533908 -47 12 45.050377396|     ~|15.548|14.677|     ~|     ~|~              |   6|   0
2507|   1196.37|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 74013            |*  |13 25 24.9522225962 -47 43 05.093116849|     ~|16.550|15.717|     ~|     ~|~              |   4|   0
2508|   1141.51|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 74042            |*  |13 28 02.3349040485 -47 42 58.567755600|     ~|16.190|15.415|     ~|     ~|~              |   2|   0
2509|   1558.31|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 75005            |*  |13 24 39.8477742696 -47 43 21.941075410|     ~|14.950|14.482|     ~|     ~|~              |   2|   0
2510|    907.60|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 75032            |*  |13 27 15.9553908927 -47 43 06.104876369|     ~|16.540|15.675|     ~|     ~|~              |   2|   0
2511|   1004.15|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 75039            |*  |13 27 34.4352540397 -47 43 29.758894988|     ~|16.230|16.255|     ~|     ~|~              |   2|   0
2512|   1098.83|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 76043            |*  |13 27 49.0970139371 -47 43 49.740078101|     ~|14.760|14.487|     ~|     ~|~              |   1|   0
2513|   1410.31|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 77011            |*  |13 25 02.0954905503 -47 44 12.101704913|     ~|15.110|14.686|     ~|     ~|~              |   1|   0
2514|    945.51|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 77032            |*  |13 27 04.1098910040 -47 44 16.167779717|     ~|15.080|14.064|     ~|     ~|~              |   4|   0
2515|   1156.96|   100|2007MNRAS.382.1353V|S              |2MASS J13275390-4744267            |RG*|13 27 53.9032336506 -47 44 26.655127029|     ~|15.421|14.558|     ~|     ~|~              |   4|   0
2516|   1156.96|   100|2017AJ....154..150A|B              |2MASS J13275390-4744267            |RG*|13 27 53.9032336506 -47 44 26.655127029|     ~|15.421|14.558|     ~|     ~|~              |   4|   0
2517|   1123.37|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 80036            |*  |13 27 35.0522750446 -47 45 40.327005410|     ~|14.680|13.832|     ~|     ~|~              |   5|   0
2518|   1244.29|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 82012            |*  |13 25 46.03 -47 46 45.4                |     ~|16.090|15.294|     ~|     ~|~              |   4|   0
2519|   1103.32|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 82031            |*  |13 27 19.6730324354 -47 46 19.697419856|     ~|15.060|14.318|     ~|     ~|~              |   4|   0
2520|   1188.90|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 83030            |*  |13 27 31.9476385179 -47 47 05.922634476|     ~|14.870|14.747|     ~|     ~|~              |   1|   0
2521|   1423.51|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 84026            |*  |13 28 13.7777512250 -47 47 29.493440258|     ~|14.680|14.084|     ~|     ~|~              |   1|   0
2522|   1268.42|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 89014            |*  |13 26 39.6797438773 -47 49 52.193838080|     ~|14.610|13.605|     ~|     ~|~              |   7|   0
2523|   1343.05|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 92023            |*  |13 26 53.9601598074 -47 51 07.453223445|     ~|14.810|14.633|     ~|     ~|~              |   1|   0
2524|   1502.92|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 95013            |*  |13 25 58.6885081811 -47 52 26.634577967|     ~|14.810|14.560|     ~|     ~|~              |   2|   0
2525|   1509.48|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 96011            |*  |13 26 05.5360098844 -47 52 55.521074207|     ~|13.950|12.971|     ~|     ~|~              |   7|   0
2526|    919.77|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 10024            |*  |13 27 05.4523718021 -47 13 45.053919703|     ~|15.130|14.964|     ~|     ~|~              |   1|   0
2527|   1126.88|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 1013             |*  |13 26 40.6450667887 -47 10 01.244953799|     ~|14.990|14.785|     ~|     ~|~              |   1|   0
2528|    840.74|   100|2007MNRAS.382.1353V|S              |2MASS J13265507-4714490            |RG*|13 26 55.0792657852 -47 14 49.099264195|     ~|15.144|14.273|     ~|     ~|~              |   6|   0
2529|    840.74|   100|2017AJ....154..150A|B              |2MASS J13265507-4714490            |RG*|13 26 55.0792657852 -47 14 49.099264195|     ~|15.144|14.273|     ~|     ~|~              |   6|   0
2530|   1037.79|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 12029            |*  |13 27 48.9624568494 -47 14 58.899490107|     ~|16.270|15.499|     ~|     ~|~              |   2|   0
2531|   1586.59|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 13006            |*  |13 24 32.0721819920 -47 15 32.027289221|     ~|16.440|15.663|     ~|     ~|~              |   4|   0
2532|   1124.42|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 14008            |*  |13 25 28.2502964804 -47 15 38.859881515|     ~|14.530|13.649|     ~|     ~|~              |   3|   0
2533|   1028.13|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 15040            |*  |13 27 55.30728 -47 16 04.8324          |     ~|16.470|15.671|     ~|     ~|~              |   2|   0
2534|    666.42|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 18032            |*  |13 26 44.2269974306 -47 17 40.404109596|     ~|14.800|14.471|     ~|     ~|~              |   1|   0
2535|    991.44|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 18060            |*  |13 27 59.2087622342 -47 17 35.778796368|     ~|15.170|15.077|     ~|     ~|~              |   1|   0
2536|   1485.18|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 20006            |*  |13 24 34.1473470323 -47 18 31.099057050|     ~|15.020|14.838|     ~|     ~|~              |   3|   0
2537|    563.29|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 23043            |*  |13 26 34.40 -47 19 38.2                |     ~|16.120|16.093|     ~|     ~|~              |   1|   0
2538|    641.18|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 24072            |*  |13 27 24.49 -47 20 08.0                |     ~|15.940|14.870|     ~|     ~|~              |   3|   0
2539|    833.75|   100|2007MNRAS.382.1353V|S              |2MASS J13254048-4720409            |RG*|13 25 40.4836692574 -47 20 40.914014691|     ~|15.635|14.799|     ~|     ~|~              |   3|   0
2540|    833.75|   100|2017AJ....154..150A|B              |2MASS J13254048-4720409            |RG*|13 25 40.4836692574 -47 20 40.914014691|     ~|15.635|14.799|     ~|     ~|~              |   3|   0
2541|    946.69|     0|2017AJ....154..150A|B              |2MASS J13280648-4720261            |RG*|13 28 06.4740149645 -47 20 26.157732868|     ~|15.222|14.249|     ~|     ~|~              |   5|   0
2542|    946.69|   100|2007MNRAS.382.1353V|S              |2MASS J13280648-4720261            |RG*|13 28 06.4740149645 -47 20 26.157732868|     ~|15.222|14.249|     ~|     ~|~              |   5|   0
2543|    655.65|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 26085            |*  |13 27 34.0367597564 -47 21 13.708754857|     ~|14.820|13.695|     ~|     ~|~              |   5|   0
2544|    775.30|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 27102            |*  |13 27 49.99 -47 21 23.4                |     ~|15.000|14.270|     ~|     ~|~              |   4|   0
2545|    382.35|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 29055            |*  |13 26 39.83 -47 22 31.3                |     ~|14.810|14.472|     ~|     ~|~              |   1|   0
2546|    771.11|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 29109            |*  |13 27 54.2271231705 -47 22 41.280134613|     ~|14.650|13.619|     ~|     ~|~              |   3|   0
2547|    292.15|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 32102            |*  |13 26 52.2022427530 -47 23 58.253072614|     ~|14.780|14.474|     ~|     ~|~              |   1|   0
2548|    752.45|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 33016            |*  |13 25 37.5070092710 -47 24 30.810724316|     ~|15.480|15.397|     ~|     ~|~              |   1|   0
2549|    262.59|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 33091            |*  |13 26 42.41 -47 24 28.2                |     ~|14.860|14.491|     ~|     ~|~              |   1|   0
2550|   1045.87|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 35015            |*  |13 25 06.0870403869 -47 25 25.350919187|     ~|15.020|14.871|     ~|     ~|~              |   1|   0
2551|    206.52|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 36166            |*  |13 26 52.66224 -47 25 26.9220          |     ~|14.720|14.366|     ~|     ~|~              |   2|   0
2552|    682.94|    90|2007ApJ...661L.155P|S              |2MASS J13254097-4726468            |RG*|13 25 40.9701429649 -47 26 46.824138015|14.82 |14.170|13.138|     ~|11.953|~              |   7|   0
2553|    682.94|   100|2007MNRAS.382.1353V|S              |2MASS J13254097-4726468            |RG*|13 25 40.9701429649 -47 26 46.824138015|14.82 |14.170|13.138|     ~|11.953|~              |   7|   0
2554|    682.94|   100|2010ApJ...722.1373J|B              |2MASS J13254097-4726468            |RG*|13 25 40.9701429649 -47 26 46.824138015|14.82 |14.170|13.138|     ~|11.953|~              |   7|   0
2555|    150.93|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 38224            |*  |13 26 52.69 -47 26 25.5                |     ~|14.970|14.646|     ~|     ~|~              |   1|   0
2556|   1059.26|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 4022             |*  |13 26 46.6513271354 -47 11 06.861303790|     ~|15.570|14.638|     ~|     ~|~              |   5|   0
2557|   1087.78|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 4026             |*  |13 27 17.1857479331 -47 11 21.671613087|     ~|15.210|14.503|     ~|     ~|~              |   2|   0
2558|    386.84|    90|2007ApJ...661L.155P|S              |2MASS J13272514-4727587            |RG*|13 27 25.147 -47 27 58.79              |     ~|15.190|14.041|     ~|12.717|~              |   3|   0
2559|    386.84|   100|2007MNRAS.382.1353V|S              |2MASS J13272514-4727587            |RG*|13 27 25.147 -47 27 58.79              |     ~|15.190|14.041|     ~|12.717|~              |   3|   0
2560|    386.84|   100|2011ApJ...731...64M|B              |2MASS J13272514-4727587            |RG*|13 27 25.147 -47 27 58.79              |     ~|15.190|14.041|     ~|12.717|~              |   3|   0
2561|    540.56|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 43031            |HB*|13 25 54.0 -47 29 08                   |     ~|16.500|16.505|     ~|     ~|~              |   2|   0
2562|    540.56|   100|2011A&A...526A.136M|B              |Cl* NGC 5139 LEID 43031            |HB*|13 25 54.0 -47 29 08                   |     ~|16.500|16.505|     ~|     ~|~              |   2|   0
2563|    552.00|    90|2007ApJ...661L.155P|S              |2MASS J13274171-4728401            |RG*|13 27 41.7257874539 -47 28 40.177960699|14.99 |14.350|13.282|     ~|12.033|~              |   7|   0
2564|    552.00|   100|2007MNRAS.382.1353V|S              |2MASS J13274171-4728401            |RG*|13 27 41.7257874539 -47 28 40.177960699|14.99 |14.350|13.282|     ~|12.033|~              |   7|   0
2565|    552.00|   100|2010ApJ...722.1373J|B              |2MASS J13274171-4728401            |RG*|13 27 41.7257874539 -47 28 40.177960699|14.99 |14.350|13.282|     ~|12.033|~              |   7|   0
2566|    408.38|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 44053            |*  |13 26 07.14 -47 29 20.9                |     ~|16.460|15.811|     ~|     ~|~              |   1|   0
2567|     40.28|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 44293            |*  |13 26 48.85 -47 29 23.1                |     ~|14.820|14.461|     ~|     ~|~              |   1|   0
2568|    173.26|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 46130            |*  |13 26 32.52 -47 30 13.5                |     ~|14.840|14.506|     ~|     ~|~              |   1|   0
2569|    346.91|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 46414            |*  |13 27 20.26 -47 30 18.9                |     ~|16.350|15.364|     ~|     ~|~              |   1|   0
2570|    943.27|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 47014            |*  |13 25 15.03336 -47 30 51.7464          |     ~|16.470|15.591|     ~|     ~|~              |   2|   0
2571|    836.83|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 47456            |*  |13 28 09.00 -47 30 46.0                |     ~|14.350|13.672|     ~|     ~|~              |   4|   0
2572|    537.16|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 48031            |*  |13 25 56.2846956438 -47 31 12.661316353|     ~|16.140|15.556|     ~|     ~|~              |   4|   0
2573|    204.13|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 50136            |*  |13 26 42.79 -47 32 05.1                |     ~|14.900|14.581|     ~|     ~|~              |   1|   0
2574|   1049.14|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 5015             |*  |13 27 03.9325111431 -47 11 30.710437028|     ~|16.420|15.658|     ~|     ~|~              |   2|   0
2575|    262.41|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 50244            |*  |13 27 04.23 -47 32 04.5                |     ~|15.940|15.795|     ~|     ~|~              |   1|   0
2576|    389.06|    90|2007ApJ...661L.155P|S              |2MASS J13261648-4732385            |RG*|13 26 16.4917887329 -47 32 38.613450229|     ~|14.650|13.629|     ~|12.634|~              |   4|   0
2577|    389.06|   100|2007MNRAS.382.1353V|S              |2MASS J13261648-4732385            |RG*|13 26 16.4917887329 -47 32 38.613450229|     ~|14.650|13.629|     ~|12.634|~              |   4|   0
2578|    389.06|   100|2011ApJ...731...64M|B              |2MASS J13261648-4732385            |RG*|13 26 16.4917887329 -47 32 38.613450229|     ~|14.650|13.629|     ~|12.634|~              |   4|   0
2579|    535.29|    90|2007ApJ...661L.155P|S              |2MASS J13260823-4734468            |RG*|13 26 08.2335921243 -47 34 46.850401364|     ~|14.700|13.674|     ~|12.644|~              |   5|   0
2580|    535.29|   100|2007MNRAS.382.1353V|S              |2MASS J13260823-4734468            |RG*|13 26 08.2335921243 -47 34 46.850401364|     ~|14.700|13.674|     ~|12.644|~              |   5|   0
2581|    535.29|   100|2011ApJ...731...64M|B              |2MASS J13260823-4734468            |RG*|13 26 08.2335921243 -47 34 46.850401364|     ~|14.700|13.674|     ~|12.644|~              |   5|   0
2582|    519.89|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 56133            |*  |13 27 23.55 -47 34 54.0                |     ~|16.520|15.761|     ~|     ~|~              |   1|   0
2583|    602.64|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 56141            |*  |13 27 35.3565817021 -47 34 41.166837485|     ~|14.200|13.537|     ~|     ~|~              |   3|   0
2584|    472.29|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 57035            |*  |13 26 19.0426967237 -47 35 01.958463937|     ~|16.190|15.193|     ~|     ~|~              |   2|   0
2585|    695.83|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 58022            |*  |13 25 51.85 -47 35 37.3                |15.688|16.380|16.370|     ~|     ~|~              |   2|   0
2586|    695.83|   100|2012A&A...547A.109M|B              |Cl* NGC 5139 LEID 58022            |*  |13 25 51.85 -47 35 37.3                |15.688|16.380|16.370|     ~|     ~|~              |   2|   0
2587|    513.82|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 58090            |*  |13 27 17.2447137077 -47 35 40.744311554|     ~|14.820|14.481|     ~|     ~|~              |   1|   0
2588|    618.00|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 60032            |*  |13 26 07.8724292925 -47 36 38.027147692|     ~|14.990|14.663|     ~|     ~|~              |   1|   0
2589|    899.19|   100|2007MNRAS.382.1353V|S              |Cl* NGC 5139 LEID 62073            |*  |13 27 59.0011169474 -47 37 36.531208121|     ~|16.290|15.470|     ~|     ~|~              |   2|   0
