C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET22:50:48

NGC  5139
---------

Number of objects : 7684

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
3590|    575.46|   100|2017AJ....154..150A|B              |2MASS J13270815-4719510            |RG*|13 27 08.1615765095 -47 19 51.106898642|     ~|15.423|14.494|     ~|     ~|~              |   3|   0
3591|    536.82|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 24042            |*  |13 26 32.1022827432 -47 20 11.870242419|     ~|14.503|     ~|     ~|12.426|~              |   4|   0
3592|    507.77|   100|2017AJ....154..150A|B              |2MASS J13263999-4720237            |RG*|13 26 39.9947804072 -47 20 23.742674612|     ~|15.170|14.298|     ~|     ~|~              |   3|   0
3593|    582.70|     0|2017AJ....154..150A|B              |2MASS J13271350-4720077            |RG*|13 27 13.51 -47 20 07.8                |     ~|15.371|14.535|     ~|     ~|~              |   3|   0
3594|    637.91|   100|2017AJ....154..150A|B              |2MASS J13272321-4720027            |RG*|13 27 23.2163639440 -47 20 02.802125577|     ~|15.192|14.289|     ~|     ~|~              |   3|   0
3595|    635.19|   100|2017AJ....154..150A|B              |2MASS J13260566-4720517            |RG*|13 26 05.6715269718 -47 20 51.660414922|     ~|15.437|14.484|     ~|     ~|~              |   3|   0
3596|    492.15|   100|2018A&A...618A.134M|B              |2MASS J13264297-4720358            |RG*|13 26 42.9753432673 -47 20 35.892528639|     ~|15.750|14.840|     ~|13.760|~              |   3|   0
3597|    515.53|   100|2017AJ....154..150A|B              |2MASS J13270134-4720306            |RG*|13 27 01.3507711911 -47 20 30.752497066|     ~|15.343|14.452|     ~|     ~|~              |   3|   0
3598|    530.24|   100|2018A&A...618A.134M|B              |2MASS J13271064-4720519            |RG*|13 27 10.6448237769 -47 20 51.860580257|     ~|15.673|14.794|     ~|13.700|~              |   3|   0
3599|    601.27|     0|2017AJ....154..150A|B              |Cl* NGC 5139 LEID 26023            |RG*|13 26 09.300 -47 21 04.68              |     ~|15.680|14.836|     ~|     ~|~              |   3|   0
3600|    459.45|    90|2007ApJ...661L.155P|S              |2MASS J13264792-4721066            |RG*|13 26 47.92 -47 21 06.7                |     ~|14.591|13.726|     ~|12.469|~              |   4|   0
3601|    459.45|   100|2011ApJ...731...64M|B              |2MASS J13264792-4721066            |RG*|13 26 47.92 -47 21 06.7                |     ~|14.591|13.726|     ~|12.469|~              |   4|   0
3602|    455.97|   100|2010ApJ...722.1373J|B              |2MASS J13265344-4721143            |AB*|13 26 53.4539574911 -47 21 14.452874774|     ~|13.891|12.893|     ~|     ~|~              |   4|   0
3603|    505.55|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 26080            |RG*|13 27 07.380 -47 21 03.54              |     ~|15.533|14.561|     ~|13.397|~              |   4|   0
3604|    505.55|   100|2017AJ....154..150A|B              |Cl* NGC 5139 LEID 26080            |RG*|13 27 07.380 -47 21 03.54              |     ~|15.533|14.561|     ~|13.397|~              |   4|   0
3605|    796.51|   100|2017AJ....154..150A|B              |2MASS J13275080-4720583            |RG*|13 27 50.7997331246 -47 20 58.409052166|     ~|15.629|14.751|     ~|     ~|~              |   3|   0
3606|    493.35|   100|2017AJ....154..150A|B              |2MASS J13262218-4721435            |RG*|13 26 22.1859593297 -47 21 43.571553598|     ~|15.625|14.677|     ~|     ~|~              |   3|   0
3607|    449.34|   100|2010ApJ...722.1373J|B              |NGC 5139 5823                      |RB?|13 26 32.1412178781 -47 21 43.842720118|     ~|13.994|13.030|     ~|     ~|~              |   3|   0
3608|    511.10|   100|2017AJ....154..150A|B              |Cl* NGC 5139 LEID 27090            |RG*|13 27 13.700 -47 21 30.99              |     ~|15.416|14.582|     ~|     ~|~              |   3|   0
3609|    794.01|   100|2017AJ....154..150A|B              |2MASS J13275338-4721412            |RG*|13 27 53.3750012064 -47 21 41.281754410|     ~|15.535|14.656|     ~|     ~|~              |   3|   0
3610|    732.63|   100|2017AJ....154..150A|B              |2MASS J13254719-4722001            |RG*|13 25 47.1910278271 -47 22 00.064300095|     ~|15.195|14.312|     ~|     ~|~              |   4|   0
3611|    666.52|   100|2017AJ....154..150A|B              |2MASS J13255408-4722151            |RG*|13 25 54.0899837607 -47 22 15.105958865|     ~|15.321|14.449|     ~|     ~|~              |   4|   0
3612|    608.66|   100|2017AJ....154..150A|B              |2MASS J13260282-4721575            |RG*|13 26 02.82 -47 21 57.6                |     ~|15.491|14.643|     ~|     ~|~              |   3|   0
3613|    782.16|   100|2017AJ....154..150A|B              |2MASS J13275384-4722118            |RG*|13 27 53.8484896851 -47 22 11.894472702|     ~|15.579|14.644|     ~|     ~|~              |   3|   0
3614|    883.53|     0|2017AJ....154..150A|B              |Cl* NGC 5139 LEID 28106            |RG*|13 28 05.140 -47 22 10.77              |     ~|15.665|14.647|     ~|     ~|~              |   3|   0
3615|    427.14|   100|2010ApJ...722.1373J|B              |2MASS J13262583-4722385            |AB*|13 26 25.8325134573 -47 22 38.572534049|     ~|14.195|13.213|     ~|     ~|~              |   4|   0
3616|    468.15|   100|2010ApJ...722.1373J|B              |NGC 5139 5686                      |RB?|13 27 14.2036502172 -47 22 25.954305634|     ~|14.447|13.439|     ~|     ~|~              |   3|   0
3617|    793.14|   100|2017AJ....154..150A|B              |2MASS J13275655-4722387            |RG*|13 27 56.5557199001 -47 22 38.839309863|     ~|15.222|14.322|     ~|     ~|~              |   4|   0
3618|    826.08|   100|2017AJ....154..150A|B              |2MASS J13253269-4723149            |RG*|13 25 32.6956241984 -47 23 14.898339546|     ~|15.294|14.345|     ~|     ~|~              |   4|   0
3619|    543.87|   100|2017AJ....154..150A|B              |2MASS J13260591-4723002            |RG*|13 26 05.9132460644 -47 23 00.258970685|     ~|15.158|14.268|     ~|     ~|~              |   4|   0
3620|    374.19|   100|2010ApJ...722.1373J|B              |NGC 5139 5644                      |RB?|13 26 32.7948467746 -47 23 01.983894454|     ~|14.330|13.430|     ~|     ~|~              |   3|   0
3621|    538.39|    90|2007ApJ...661L.155P|S              |2MASS J13272711-4722505            |RG*|13 27 27.1202562572 -47 22 50.531408694|     ~|15.479|14.538|     ~|13.399|~              |   4|   0
3622|    538.39|   100|2017AJ....154..150A|B              |2MASS J13272711-4722505            |RG*|13 27 27.1202562572 -47 22 50.531408694|     ~|15.479|14.538|     ~|13.399|~              |   4|   0
3623|    502.80|   100|2017AJ....154..150A|B              |2MASS J13260995-4723153            |RG*|13 26 09.9594686881 -47 23 15.329443869|     ~|15.251|14.207|     ~|     ~|~              |   3|   0
3624|    495.70|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 31047            |RB?|13 26 10.1983090389 -47 23 23.366520821|     ~|14.211|13.216|     ~|     ~|~              |   3|   0
3625|    404.94|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 31061            |*  |13 26 21.4903250963 -47 23 37.053998164|     ~|14.966|     ~|     ~|12.902|~              |   3|   0
3626|    357.32|    90|2007ApJ...661L.155P|S              |2MASS J13263182-4723249            |RG*|13 26 31.8316163556 -47 23 24.991276557|     ~|14.500|13.487|     ~|12.378|~              |   5|   0
3627|    357.32|   100|2010ApJ...722.1373J|B              |2MASS J13263182-4723249            |RG*|13 26 31.8316163556 -47 23 24.991276557|     ~|14.500|13.487|     ~|12.378|~              |   5|   0
3628|    357.32|   100|2011ApJ...731...64M|B              |2MASS J13263182-4723249            |RG*|13 26 31.8316163556 -47 23 24.991276557|     ~|14.500|13.487|     ~|12.378|~              |   5|   0
3629|    313.21|   100|2010ApJ...722.1373J|B              |NGC 5139 5434                      |RB?|13 26 44.808 -47 23 33.90              |     ~|14.162|13.103|     ~|     ~|~              |   4|   0
3630|    309.90|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 31103            |*  |13 26 49.0493594164 -47 23 36.717307054|     ~|14.583|     ~|     ~|12.330|~              |   3|   0
3631|    328.01|   100|2010ApJ...722.1373J|B              |2MASS J13264905-4723185            |AB*|13 26 49.0583817934 -47 23 18.581980146|     ~|14.113|13.160|     ~|     ~|~              |   4|   0
3632|    323.22|   100|2010ApJ...722.1373J|B              |NGC 5139 5451                      |RB?|13 26 52.2144738961 -47 23 26.783075223|     ~|14.538|13.482|     ~|     ~|~              |   3|   0
3633|    405.22|   100|2010ApJ...722.1373J|B              |2MASS J13271081-4723188            |AB*|13 27 10.8200058563 -47 23 18.760734346|     ~|14.233|13.311|     ~|     ~|~              |   4|   0
3634|    398.07|   100|2010ApJ...722.1373J|B              |NGC 5139 5394                      |RB?|13 26 21.2447426947 -47 23 48.302786103|     ~|14.254|13.269|     ~|     ~|~              |   3|   0
3635|    325.71|   100|2010ApJ...722.1373J|B              |2MASS J13263102-4724052            |AB*|13 26 31.0235985941 -47 24 05.234831296|     ~|14.215|13.268|     ~|     ~|~              |   4|   0
3636|    285.65|    90|2007ApJ...661L.155P|S              |2MASS J13264691-4724004            |RG*|13 26 46.9178566611 -47 24 00.471553712|     ~|14.917|14.012|     ~|12.791|~              |   4|   0
3637|    285.65|   100|2011ApJ...731...64M|B              |2MASS J13264691-4724004            |RG*|13 26 46.9178566611 -47 24 00.471553712|     ~|14.917|14.012|     ~|12.791|~              |   4|   0
3638|    281.23|    90|2007ApJ...661L.155P|S              |2MASS J13264841-4724051            |RG*|13 26 48.41 -47 24 05.1                |     ~|14.429|13.539|     ~|12.303|~              |   4|   0
3639|    281.23|   100|2011ApJ...731...64M|B              |2MASS J13264841-4724051            |RG*|13 26 48.41 -47 24 05.1                |     ~|14.429|13.539|     ~|12.303|~              |   4|   0
3640|    352.70|   100|2010ApJ...722.1373J|B              |NGC 5139 5478                      |RB?|13 27 04.7040321139 -47 23 40.899632850|     ~|14.209|13.253|     ~|     ~|~              |   3|   0
3641|    607.95|   100|2018A&A...618A.134M|B              |2MASS J13274002-4723575            |RG*|13 27 40.0242481563 -47 23 57.571198557|     ~|15.619|14.758|     ~|13.644|~              |   3|   0
3642|    567.43|    90|2007ApJ...661L.155P|S              |2MASS J13255811-4724154            |RG*|13 25 58.1254280870 -47 24 15.359291977|     ~|14.278|13.260|     ~|12.095|~              |   5|   0
3643|    567.43|   100|2010ApJ...722.1373J|B              |2MASS J13255811-4724154            |RG*|13 25 58.1254280870 -47 24 15.359291977|     ~|14.278|13.260|     ~|12.095|~              |   5|   0
3644|    528.41|   100|2017AJ....154..150A|B              |2MASS J13260166-4724309            |RG*|13 26 01.6677187730 -47 24 30.934987579|     ~|15.416|14.426|     ~|     ~|~              |   4|   0
3645|    311.96|    90|2007ApJ...661L.155P|S              |2MASS J13263137-4724190            |RG*|13 26 31.3854553770 -47 24 19.042008255|     ~|14.253|13.197|     ~|12.032|~              |   7|   0
3646|    311.96|   100|2010ApJ...722.1373J|B              |2MASS J13263137-4724190            |RG*|13 26 31.3854553770 -47 24 19.042008255|     ~|14.253|13.197|     ~|12.032|~              |   7|   0
3647|    311.96|   100|2011ApJ...731...64M|B              |2MASS J13263137-4724190            |RG*|13 26 31.3854553770 -47 24 19.042008255|     ~|14.253|13.197|     ~|12.032|~              |   7|   0
3648|    291.02|   100|2010ApJ...722.1373J|B              |NGC 5139 5198                      |RB?|13 26 55.1874582657 -47 24 06.353416216|     ~|14.468|13.417|     ~|     ~|~              |   3|   0
3649|    337.01|   100|2010ApJ...722.1373J|B              |NGC 5139 560                       |RB?|13 27 06.6289882095 -47 24 12.156048499|     ~|14.089|13.032|     ~|     ~|~              |   3|   0
3650|    346.16|   100|2010ApJ...722.1373J|B              |NGC 5139 561                       |RB?|13 27 09.2330574428 -47 24 21.092067188|     ~|14.000|13.007|     ~|     ~|~              |   3|   0
3651|    748.89|   100|2017AJ....154..150A|B              |2MASS J13253748-4724421            |RG*|13 25 37.4836706737 -47 24 42.134378882|     ~|15.439|14.509|     ~|     ~|~              |   4|   0
3652|    377.00|   100|2010ApJ...722.1373J|B              |2MASS J13261782-4724561            |AB*|13 26 17.8268009253 -47 24 56.170279964|     ~|13.918|12.976|     ~|     ~|~              |   4|   0
3653|    329.80|   100|2017AJ....154..150A|B              |2MASS J13262457-4724499            |RG*|13 26 24.58 -47 24 50.0                |     ~|15.109|14.238|     ~|     ~|~              |   3|   0
3654|    275.49|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 34166            |RB?|13 27 00.4623832734 -47 24 45.237503706|     ~|14.027|12.927|     ~|11.716|~              |   4|   0
3655|    275.49|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 34166            |RB?|13 27 00.4623832734 -47 24 45.237503706|     ~|14.027|12.927|     ~|11.716|~              |   4|   0
3656|    638.95|   100|2017AJ....154..150A|B              |Cl* NGC 5139 LEID 35037            |RG*|13 25 48.070 -47 25 08.09              |     ~|15.596|14.739|     ~|     ~|~              |   4|   0
3657|    577.57|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 35042            |*  |13 25 54.33 -47 25 13.7                |     ~|14.435|     ~|     ~|12.300|~              |   3|   0
3658|    384.70|   100|2010ApJ...722.1373J|B              |2MASS J13261477-4725279            |RG*|13 26 14.7718784692 -47 25 27.936013478|     ~|14.449|13.459|     ~|     ~|~              |   4|   0
3659|    384.70|   100|2011ApJ...731...64M|B              |2MASS J13261477-4725279            |RG*|13 26 14.7718784692 -47 25 27.936013478|     ~|14.449|13.459|     ~|     ~|~              |   4|   0
3660|    366.81|    90|2007ApJ...661L.155P|S              |2MASS J13261862-4725023            |RG*|13 26 18.6266071653 -47 25 02.343131296|     ~|15.015|14.159|     ~|13.003|~              |   5|   0
3661|    366.81|   100|2011ApJ...731...64M|B              |2MASS J13261862-4725023            |RG*|13 26 18.6266071653 -47 25 02.343131296|     ~|15.015|14.159|     ~|13.003|~              |   5|   0
3662|    540.86|    90|2007ApJ...661L.155P|S              |2MASS J13273613-4725095            |RG*|13 27 36.1371612190 -47 25 09.495144659|     ~|14.169|13.165|     ~|12.005|~              |   5|   0
3663|    540.86|   100|2010ApJ...722.1373J|B              |2MASS J13273613-4725095            |RG*|13 27 36.1371612190 -47 25 09.495144659|     ~|14.169|13.165|     ~|12.005|~              |   5|   0
3664|    618.69|    90|2007ApJ...661L.155P|S              |2MASS J13274431-4725071            |RG*|13 27 44.3248038571 -47 25 07.116999298|     ~|14.371|13.330|     ~|12.109|~              |   5|   0
3665|    618.69|   100|2010ApJ...722.1373J|B              |2MASS J13274431-4725071            |RG*|13 27 44.3248038571 -47 25 07.116999298|     ~|14.371|13.330|     ~|12.109|~              |   5|   0
3666|    898.98|     0|2017AJ....154..150A|B              |2MASS J13281301-4724583            |RG*|13 28 13.0115217740 -47 24 58.332537469|     ~|15.386|14.501|     ~|     ~|~              |   3|   0
3667|    864.78|   100|2017AJ....154..150A|B              |2MASS J13252391-4725451            |RG*|13 25 23.9068564598 -47 25 45.103964226|     ~|15.763|14.784|     ~|     ~|~              |   3|   0
3668|    549.80|    90|2007ApJ...661L.155P|S              |2MASS J13255660-4725310            |RG*|13 25 56.6013501330 -47 25 31.033352756|     ~|15.136|14.235|     ~|13.157|~              |   5|   0
3669|    549.80|   100|2017AJ....154..150A|B              |2MASS J13255660-4725310            |RG*|13 25 56.6013501330 -47 25 31.033352756|     ~|15.136|14.235|     ~|13.157|~              |   5|   0
3670|    533.08|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 36025            |*  |13 25 57.5105216917 -47 25 54.726088889|     ~|15.247|     ~|     ~|13.187|~              |   3|   0
3671|    328.05|   100|2010ApJ...722.1373J|B              |2MASS J13262072-4725387            |RG*|13 26 20.730 -47 25 38.76              |     ~|14.280|13.264|     ~|     ~|~              |   4|   0
3672|    337.36|    90|2007ApJ...661L.155P|S              |2MASS J13271555-4725485            |RG*|13 27 15.5646947128 -47 25 48.578413565|     ~|14.690|13.785|     ~|12.554|~              |   4|   0
3673|    337.36|   100|2011ApJ...731...64M|B              |2MASS J13271555-4725485            |RG*|13 27 15.5646947128 -47 25 48.578413565|     ~|14.690|13.785|     ~|12.554|~              |   4|   0
3674|    441.33|    90|2007ApJ...661L.155P|S              |NGC 5139 4912                      |RB?|13 27 26.832 -47 25 42.14              |     ~|14.486|13.491|     ~|12.310|~              |   4|   0
3675|    441.33|   100|2010ApJ...722.1373J|B              |NGC 5139 4912                      |RB?|13 27 26.832 -47 25 42.14              |     ~|14.486|13.491|     ~|12.310|~              |   4|   0
3676|    645.16|   100|2017AJ....154..150A|B              |2MASS J13254564-4726067            |RG*|13 25 45.6392637391 -47 26 06.746159063|     ~|15.383|14.507|     ~|     ~|~              |   4|   0
3677|    600.55|   100|2017AJ....154..150A|B              |2MASS J13255012-4726092            |RG*|13 25 50.1245861824 -47 26 09.116548664|     ~|15.202|14.309|     ~|     ~|~              |   4|   0
3678|    564.40|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 37030            |*  |13 25 53.9589161575 -47 26 04.555425513|     ~|15.381|     ~|     ~|13.434|~              |   3|   0
3679|    510.40|   100|2017AJ....154..150A|B              |2MASS J13255938-4726095            |RG*|13 25 59.3819957038 -47 26 09.488608225|     ~|15.646|14.756|     ~|13.739|~              |   4|   0
3680|    510.40|   100|2018A&A...618A.134M|B              |2MASS J13255938-4726095            |RG*|13 25 59.3819957038 -47 26 09.488608225|     ~|15.646|14.756|     ~|13.739|~              |   4|   0
3681|    341.38|   100|2010ApJ...722.1373J|B              |NGC 5139 349                       |RB?|13 26 16.660 -47 26 24.31              |     ~|13.825|12.795|     ~|     ~|~              |   3|   0
3682|    323.13|   100|2010ApJ...722.1373J|B              |NGC 5139 562                       |RB?|13 26 19.0243487530 -47 26 16.782042126|     ~|14.128|13.036|     ~|     ~|~              |   3|   0
3683|    227.04|   100|2011ApJ...731...64M|B              |2MASS J13263204-4725596            |RG*|13 26 32.0518063122 -47 25 59.688023832|     ~|     ~|14.188|     ~|     ~|~              |   3|   0
3684|    175.26|    90|2007ApJ...661L.155P|S              |2MASS J13265218-4725580            |RG*|13 26 52.183 -47 25 58.04              |     ~|13.884|12.680|     ~|11.439|~              |   5|   0
3685|    175.26|   100|2010ApJ...722.1373J|B              |2MASS J13265218-4725580            |RG*|13 26 52.183 -47 25 58.04              |     ~|13.884|12.680|     ~|11.439|~              |   5|   0
3686|    175.26|   100|2011ApJ...731...64M|B              |2MASS J13265218-4725580            |RG*|13 26 52.183 -47 25 58.04              |     ~|13.884|12.680|     ~|11.439|~              |   5|   0
3687|    280.95|   100|2010ApJ...722.1373J|B              |NGC 5139 439                       |RB?|13 27 11.0027927762 -47 26 21.013836185|     ~|14.381|13.230|     ~|     ~|~              |   4|   0
3688|    505.81|   100|2017AJ....154..150A|B              |2MASS J13273440-4726004            |RG*|13 27 34.40 -47 26 00.4                |     ~|15.173|14.231|     ~|     ~|~              |   3|   0
3689|    528.05|   100|2010ApJ...722.1373J|B              |NGC 5139 4938                      |RB?|13 27 36.4919764266 -47 25 53.733588364|     ~|14.337|13.450|     ~|     ~|~              |   3|   0
3690|    581.11|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 37326            |*  |13 27 42.2102078933 -47 26 00.830901150|     ~|14.972|     ~|     ~|12.847|~              |   3|   0
3691|    360.99|   100|2014ApJ...791..107V|B              |Cl* NGC 5139 LEID 38043            |*  |13 26 14.22000 -47 26 32.3000          |     ~|18.351|     ~|     ~|     ~|~              |   3|   0
3692|    325.42|    90|2007ApJ...661L.155P|S              |2MASS J13261833-4726257            |RG*|13 26 18.330 -47 26 25.74              |     ~|14.371|13.220|     ~|12.060|~              |   6|   0
3693|    325.42|   100|2010ApJ...722.1373J|B              |2MASS J13261833-4726257            |RG*|13 26 18.330 -47 26 25.74              |     ~|14.371|13.220|     ~|12.060|~              |   6|   0
3694|    325.42|   100|2011ApJ...731...64M|B              |2MASS J13261833-4726257            |RG*|13 26 18.330 -47 26 25.74              |     ~|14.371|13.220|     ~|12.060|~              |   6|   0
3695|    307.72|   100|2010ApJ...722.1373J|B              |2MASS J13261964-4726389            |AB*|13 26 19.646 -47 26 38.99              |     ~|14.240|13.299|     ~|     ~|~              |   4|   0
3696|    145.97|    90|2007ApJ...661L.155P|S              |2MASS J13263897-4726468            |RG*|13 26 38.979 -47 26 46.85              |     ~|13.469|12.284|     ~|10.908|~              |   6|   0
3697|    145.97|   100|2010ApJ...722.1373J|B              |2MASS J13263897-4726468            |RG*|13 26 38.979 -47 26 46.85              |     ~|13.469|12.284|     ~|10.908|~              |   6|   0
3698|    145.97|   100|2011ApJ...731...64M|B              |2MASS J13263897-4726468            |RG*|13 26 38.979 -47 26 46.85              |     ~|13.469|12.284|     ~|10.908|~              |   6|   0
3699|    127.85|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 38147            |RB?|13 26 42.2180807661 -47 26 49.008205008|     ~|13.691|12.507|     ~|     ~|~              |   3|   0
3700|    283.05|     0|2017AJ....154..150A|B              |2MASS J13271148-4726251            |RG*|13 27 11.48 -47 26 25.1                |     ~|15.444|14.585|     ~|     ~|~              |   4|   0
3701|    331.87|    90|2007ApJ...661L.155P|S              |2MASS J13271771-4726442            |RG*|13 27 17.7174221152 -47 26 44.196605426|     ~|14.445|13.340|     ~|12.119|~              |   5|   0
3702|    331.87|   100|2010ApJ...722.1373J|B              |2MASS J13271771-4726442            |RG*|13 27 17.7174221152 -47 26 44.196605426|     ~|14.445|13.340|     ~|12.119|~              |   5|   0
3703|    331.87|   100|2011ApJ...731...64M|B              |2MASS J13271771-4726442            |RG*|13 27 17.7174221152 -47 26 44.196605426|     ~|14.445|13.340|     ~|12.119|~              |   5|   0
3704|    390.16|    90|2007ApJ...661L.155P|S              |2MASS J13272385-4726453            |RG*|13 27 23.8646079752 -47 26 45.354710166|     ~|14.646|13.760|     ~|12.528|~              |   4|   0
3705|    390.16|   100|2011ApJ...731...64M|B              |2MASS J13272385-4726453            |RG*|13 27 23.8646079752 -47 26 45.354710166|     ~|14.646|13.760|     ~|12.528|~              |   4|   0
3706|    653.54|   100|2017AJ....154..150A|B              |2MASS J13275055-4726419            |RG*|13 27 50.55 -47 26 41.9                |     ~|15.154|14.271|     ~|     ~|~              |   3|   0
3707|    372.04|   100|2010ApJ...722.1373J|B              |2MASS J13261218-4726577            |AB*|13 26 12.1858750993 -47 26 57.637954287|     ~|14.011|13.056|     ~|     ~|~              |   4|   0
3708|    177.14|    90|2007ApJ...661L.155P|S              |2MASS J13263349-4726570            |RG*|13 26 33.5035746314 -47 26 57.181565368|     ~|13.731|12.472|     ~|11.082|~              |   6|   0
3709|    177.14|   100|2010ApJ...722.1373J|B              |2MASS J13263349-4726570            |RG*|13 26 33.5035746314 -47 26 57.181565368|     ~|13.731|12.472|     ~|11.082|~              |   6|   0
3710|    177.14|   100|2011ApJ...731...64M|B              |2MASS J13263349-4726570            |RG*|13 26 33.5035746314 -47 26 57.181565368|     ~|13.731|12.472|     ~|11.082|~              |   6|   0
3711|    111.45|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 39215            |RB?|13 26 44.239 -47 26 59.00              |     ~|13.852|12.715|     ~|     ~|~              |   3|   0
3712|    107.67|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 39216            |RB?|13 26 44.3026086728 -47 27 02.749228010|     ~|13.964|12.916|     ~|     ~|~              |   3|   0
3713|    298.84|   100|2010ApJ...722.1373J|B              |NGC 5139 4570                      |RB?|13 27 14.5221912305 -47 26 52.134622936|     ~|14.365|13.296|     ~|     ~|~              |   3|   0
3714|    537.01|   100|2017AJ....154..150A|B              |2MASS J13273910-4726563            |RG*|13 27 39.1168877242 -47 26 56.314533819|     ~|15.379|14.458|     ~|     ~|~              |   3|   0
3715|    570.12|   100|2017AJ....154..150A|B              |2MASS J13274247-4726585            |RG*|13 27 42.4902021474 -47 26 58.479208358|     ~|15.341|14.440|     ~|     ~|~              |   3|   0
3716|    565.87|   100|2017AJ....154..150A|B              |2MASS J13255206-4727239            |RG*|13 25 52.0664021716 -47 27 23.901679768|     ~|15.553|14.691|     ~|     ~|~              |   4|   0
3717|    467.85|   100|2010ApJ...722.1373J|B              |2MASS J13260162-4727379            |RG*|13 26 01.6326797072 -47 27 37.833892295|     ~|14.105|13.012|     ~|     ~|~              |   4|   0
3718|    200.79|   100|2010ApJ...722.1373J|B              |2MASS J13262914-4727252            |RG*|13 26 29.1595441105 -47 27 25.140087275|     ~|14.119|13.081|     ~|     ~|~              |   4|   0
3719|    141.21|   100|2010ApJ...722.1373J|B              |2MASS J13263640-4727178            |RG*|13 26 36.4163234725 -47 27 17.758591700|     ~|13.886|12.878|     ~|     ~|~              |   4|   0
3720|    126.00|    90|2007ApJ...661L.155P|S              |Cl* NGC 5139 LEID 40339            |RB?|13 26 56.9780222740 -47 27 27.316239595|     ~|13.772|12.261|     ~|10.825|~              |   4|   0
3721|    126.00|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 40339            |RB?|13 26 56.9780222740 -47 27 27.316239595|     ~|13.772|12.261|     ~|10.825|~              |   4|   0
3722|    185.66|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 40373            |RB?|13 27 03.7949048606 -47 27 25.930994734|     ~|13.771|12.584|     ~|     ~|~              |   3|   0
3723|    450.63|    90|2007ApJ...661L.155P|S              |2MASS J13273113-4727337            |RG*|13 27 31.1446315145 -47 27 33.720169495|     ~|14.913|14.009|     ~|12.794|~              |   4|   0
3724|    450.63|   100|2011ApJ...731...64M|B              |2MASS J13273113-4727337            |RG*|13 27 31.1446315145 -47 27 33.720169495|     ~|14.913|14.009|     ~|12.794|~              |   4|   0
3725|    588.80|   100|2017AJ....154..150A|B              |2MASS J13254932-4728078            |RG*|13 25 49.3285788600 -47 28 07.901526445|     ~|15.363|14.503|     ~|     ~|~              |   4|   0
3726|    270.47|   100|2011ApJ...731...64M|B              |Cl* NGC 5139 LEID 41089            |RG*|13 26 21.1107238464 -47 27 53.638116912|     ~|     ~|14.218|     ~|     ~|~              |   3|   0
3727|    464.91|    90|2007ApJ...661L.155P|S              |2MASS J13273289-4727599            |RG*|13 27 32.9061528198 -47 27 59.906855249|     ~|14.390|13.328|     ~|12.082|~              |   6|   0
3728|    464.91|   100|2000A&A...360..472V|B              |2MASS J13273289-4727599            |RG*|13 27 32.9061528198 -47 27 59.906855249|     ~|14.390|13.328|     ~|12.082|~              |   6|   0
3729|    464.91|   100|2010ApJ...722.1373J|B              |2MASS J13273289-4727599            |RG*|13 27 32.9061528198 -47 27 59.906855249|     ~|14.390|13.328|     ~|12.082|~              |   6|   0
3730|    355.80|   100|2010ApJ...722.1373J|B              |NGC 5139 3957                      |RB?|13 26 12.2030298050 -47 28 34.658427718|     ~|14.081|13.140|     ~|     ~|~              |   3|   0
3731|    267.52|   100|2010ApJ...722.1373J|B              |NGC 5139 3976                      |RB?|13 26 20.9447995943 -47 28 29.306507313|     ~|14.271|13.204|     ~|     ~|~              |   3|   0
3732|    128.97|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 42162            |RB?|13 26 34.9154912546 -47 28 15.813734456|     ~|14.025|12.763|     ~|     ~|~              |   3|   0
3733|    105.12|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 42182            |RB?|13 26 37.4127577039 -47 28 13.819828488|     ~|14.029|12.992|     ~|     ~|~              |   3|   0
3734|     59.31|   100|2010ApJ...722.1373J|B              |Cl* NGC 5139 LEID 42221            |RB?|13 26 41.9596863817 -47 28 21.448728587|     ~|14.121|13.032|     ~|     ~|~              |   3|   0
