C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET23:06:09

M  45
-----

Number of objects : 9580

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
9011|  14775.68|    98|2019PASP..131d4101G|B              |UGCS J035705.17+204416.3           |*  |03 57 05.1626552191 +20 44 16.666305388|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9012|  14775.68|   100|2018A&A...616A..10G|B              |UGCS J035705.17+204416.3           |*  |03 57 05.1626552191 +20 44 16.666305388|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9013|  12583.56|    88|2019PASP..131d4101G|B              |UGCS J035009.71+204154.0           |*  |03 50 09.7094896414 +20 41 54.386058652|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9014|  12583.56|   100|2018A&A...616A..10G|B              |UGCS J035009.71+204154.0           |*  |03 50 09.7094896414 +20 41 54.386058652|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9015|  12906.73|    96|2019PASP..131d4101G|B              |DANCe J04015095+2259156            |PM*|04 01 50.9404725902 +22 59 15.912991309|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9016|  12906.73|   100|2018A&A...616A..10G|B              |DANCe J04015095+2259156            |PM*|04 01 50.9404725902 +22 59 15.912991309|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9017|  18791.76|    97|2017AJ....154..224R|B              |DANCe J03591665+1944272            |Er*|03 59 16.6413799014 +19 44 27.414504349|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9018|  10035.30|   100|2018A&A...616A..10G|B              |UGCS J034047.80+214321.6           |*  |03 40 47.7914691833 +21 43 22.016602838|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9019|  10035.30|   100|2019PASP..131d4101G|B              |UGCS J034047.80+214321.6           |*  |03 40 47.7914691833 +21 43 22.016602838|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9020|  13319.40|    99|2017AJ....154..224R|B              |DANCe J03585006+2136529            |*  |03 58 50.0481992422 +21 36 53.159343346|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9021|  13319.40|    99|2019PASP..131d4101G|B              |DANCe J03585006+2136529            |*  |03 58 50.0481992422 +21 36 53.159343346|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9022|  13319.40|   100|2018A&A...616A..10G|B              |DANCe J03585006+2136529            |*  |03 58 50.0481992422 +21 36 53.159343346|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9023|   9330.56|   100|2018A&A...616A..10G|B              |DANCe J03445286+2134163            |Er*|03 44 52.8625734313 +21 34 16.410871108|     ~|     ~|     ~|     ~|     ~|~              |  10|   0
9024|   9330.56|   100|2019PASP..131d4101G|B              |DANCe J03445286+2134163            |Er*|03 44 52.8625734313 +21 34 16.410871108|     ~|     ~|     ~|     ~|     ~|~              |  10|   0
9025|  10238.56|   100|2018A&A...616A..10G|B              |UGCS J034010.50+214445.4           |PM*|03 40 10.4868073760 +21 44 45.888380164|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9026|  18713.68|    90|2017AJ....154..224R|B              |DANCe J03562393+1923534            |Er*|03 56 23.9245562688 +19 23 53.726200880|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9027|  17405.04|    99|2019PASP..131d4101G|B              |UGCS J035029.73+192101.5           |*  |03 50 29.7261749440 +19 21 01.820197642|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9028|  17405.04|   100|2018A&A...616A..10G|B              |UGCS J035029.73+192101.5           |*  |03 50 29.7261749440 +19 21 01.820197642|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9029|   4374.72|   100|2018A&A...616A..10G|B              |UGCS J034327.89+250140.9           |PM*|03 43 27.8880315888 +25 01 41.143089491|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9030|   4374.72|   100|2019PASP..131d4101G|B              |UGCS J034327.89+250140.9           |PM*|03 43 27.8880315888 +25 01 41.143089491|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9031|  11726.43|   100|2018A&A...616A..10G|B              |DANCe J03390350+2125199            |PM*|03 39 03.4884170770 +21 25 20.235990783|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9032|  11726.43|   100|2019PASP..131d4101G|B              |DANCe J03390350+2125199            |PM*|03 39 03.4884170770 +21 25 20.235990783|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9033|  12642.44|    87|2019PASP..131d4101G|B              |UGCS J035714.87+213101.3           |*  |03 57 14.8644669908 +21 31 01.540377133|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9034|   3199.97|    99|2019PASP..131d4101G|B              |DANCe J03431610+2422280            |PM*|03 43 16.0911105496 +24 22 28.281662272|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9035|   3199.97|   100|2012MNRAS.424.3178B|B              |DANCe J03431610+2422280            |PM*|03 43 16.0911105496 +24 22 28.281662272|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9036|   3199.97|   100|2018A&A...616A..10G|B              |DANCe J03431610+2422280            |PM*|03 43 16.0911105496 +24 22 28.281662272|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9037|   5628.68|   100|2018A&A...616A..10G|B              |UGCS J034425.58+224007.8           |*  |03 44 25.5845187725 +22 40 08.169600713|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9038|   5628.68|   100|2019PASP..131d4101G|B              |UGCS J034425.58+224007.8           |*  |03 44 25.5845187725 +22 40 08.169600713|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9039|  11342.75|   100|2017AJ....154..224R|B              |DANCe J04001586+2501464            |Er*|04 00 15.8554929415 +25 01 46.513003409|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9040|   7527.92|    99|2019PASP..131d4101G|B              |UGCS J034905.17+220452.6           |*  |03 49 05.1740029109 +22 04 52.845312402|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9041|   7527.92|   100|2018A&A...616A..10G|B              |UGCS J034905.17+220452.6           |*  |03 49 05.1740029109 +22 04 52.845312402|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9042|  18964.97|    38|2017AJ....154..224R|B              |DANCe J04072934+2146098            |PM*|04 07 29.3313542754 +21 46 10.198000536|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9043|  13162.83|   100|2017AJ....154..224R|B              |DANCe J03593984+2154278            |*  |03 59 39.8310088290 +21 54 27.929874380|     ~|     ~|     ~|     ~|     ~|~              |   7|   0
9044|  10038.57|   100|2018A&A...616A..10G|B              |UGCS J034011.98+214831.7           |*  |03 40 11.9732818832 +21 48 32.052359787|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9045|  13667.58|    62|2017AJ....154..224R|B              |DANCe J03495607+2022523            |Er*|03 49 56.0668873870 +20 22 52.657340904|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9046|  13960.61|   100|2017AJ....154..224R|B              |DANCe J03503387+2019383            |Er*|03 50 33.8565608974 +20 19 38.701661578|     ~|     ~|     ~|     ~|     ~|~              |   7|   0
9047|  15129.92|    95|2019PASP..131d4101G|B              |UGCS J032835.63+240043.7           |*  |03 28 35.6200487550 +24 00 44.002331931|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9048|  15129.92|   100|2018A&A...616A..10G|B              |UGCS J032835.63+240043.7           |*  |03 28 35.6200487550 +24 00 44.002331931|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9049|  10912.17|   100|2018A&A...616A..10G|B              |UGCS J034622.31+210519.9           |PM*|03 46 22.3117730272 +21 05 20.308416882|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9050|  10912.17|   100|2019PASP..131d4101G|B              |UGCS J034622.31+210519.9           |PM*|03 46 22.3117730272 +21 05 20.308416882|     ~|     ~|     ~|     ~|     ~|~              |   5|   0
9051|  15780.01|    90|2019PASP..131d4101G|B              |UGCS J033235.57+270336.6           |PM*|03 32 35.5610908816 +27 03 37.137759193|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9052|   9044.74|    98|2019PASP..131d4101G|B              |DANCe J03432805+2629556            |PM*|03 43 28.0393910750 +26 29 56.006120947|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9053|   9044.74|   100|2018A&A...616A..10G|B              |DANCe J03432805+2629556            |PM*|03 43 28.0393910750 +26 29 56.006120947|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9054|  15156.72|    98|2019PASP..131d4101G|B              |UGCS J034720.47+195425.5           |*  |03 47 20.4622202177 +19 54 25.953849897|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9055|   5282.90|   100|2019PASP..131d4101G|B              |UGCS J034247.29+230040.3           |*  |03 42 47.2808287537 +23 00 40.526894360|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9056|  10466.41|    97|2019PASP..131d4101G|B              |DANCe J03343861+2451284            |PM*|03 34 38.5951723263 +24 51 28.782825680|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9057|   6630.20|    97|2019PASP..131d4101G|B              |DANCe J03521563+2531092            |PM*|03 52 15.6222268016 +25 31 09.377789939|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9058|   5749.78|    73|2019PASP..131d4101G|B              |DANCe J03483837+2233517            |PM*|03 48 38.3586171077 +22 33 52.060399419|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9059|   6798.01|    92|2019PASP..131d4101G|B              |DANCe J03384370+2411245            |PM*|03 38 43.6883638041 +24 11 24.891731171|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9060|   5334.73|    70|2014A&A...568A..77Z|S              |UGCS J034746.77+253516.5           |*  |03 47 46.780 +25 35 16.60              |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9061|   2618.95|   100|2012MNRAS.424.3178B|B              |UGCS J034350.15+241229.7           |*  |03 43 50.160 +24 12 29.70              |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9062|  16288.53|    83|2012MNRAS.422.1495L|B              |UGCS J033434.79+274036.5           |*  |03 34 34.800 +27 40 36.50              |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9063|  16027.52|    73|2012MNRAS.422.1495L|B              |UGCS J035214.06+282440.8           |*  |03 52 14.0543116520 +28 24 41.231066535|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9064|  10605.90|    69|2012MNRAS.422.1495L|B              |EPIC 211157068                     |*  |03 58 18.4436920726 +25 33 56.224967877|     ~|     ~|     ~|     ~|     ~|~              |   3|   0
9065|  17648.21|    79|2012MNRAS.422.1495L|B              |UGCS J032613.74+252746.7           |*  |03 26 13.7467649805 +25 27 47.099412110|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9066|  11777.83|    65|2012MNRAS.422.1495L|B              |DANCe J03333803+2520168            |PM*|03 33 38.0089725872 +25 20 17.162467201|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9067|  18136.75|    64|2012MNRAS.422.1495L|B              |UGCS J035210.58+290112.1           |*  |03 52 10.5529644639 +29 01 12.245902060|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9068|  10003.68|    88|2012MNRAS.422.1495L|B              |EPIC 210926818                     |*  |03 53 45.7468651596 +21 48 52.784106155|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9069|  11486.33|    66|2012MNRAS.422.1495L|B              |** LDS 5469                        |** |04 00 59.064504 +24 08 32.49708        |     ~|16.52 |15.02 |14.62 |     ~|~              |   3|   0
9070|  18463.55|    64|2012MNRAS.422.1495L|B              |2MASS J04002123+2816502            |PM*|04 00 21.2394202010 +28 16 50.152039948|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9071|  16037.55|    68|2012MNRAS.422.1495L|B              |2MASS J03514745+2826248            |PM*|03 51 47.4463414818 +28 26 24.981036204|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9072|  12007.01|    85|2012MNRAS.422.1495L|B              |DANCe J04000239+2539340            |PM*|04 00 02.3815970384 +25 39 34.361157894|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9073|   8632.07|    86|2012MNRAS.422.1495L|B              |UGCS J033718.45+250344.8           |PM*|03 37 18.4446549113 +25 03 45.358392754|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9074|  12307.47|    79|2012MNRAS.422.1495L|B              |UGCS J033647.50+263827.5           |*  |03 36 47.4932975283 +26 38 27.849192785|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9075|  18048.72|    89|2012MNRAS.422.1495L|B              |UGCS J033340.83+200948.0           |PM*|03 33 40.8134412088 +20 09 48.411557655|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9076|  16635.36|    90|2012MNRAS.422.1495L|B              |DANCe J03362905+2011195            |*  |03 36 29.0391389713 +20 11 19.858781672|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9077|  10207.47|    93|2012MNRAS.422.1495L|B              |EPIC 211079906                     |PM*|03 59 25.1633945937 +24 14 56.637143744|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9078|   9968.33|    70|2012MNRAS.422.1495L|B              |2MASS J03371792+2228182            |PM*|03 37 17.9349184849 +22 28 18.256871016|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9079|   5678.60|    87|2012MNRAS.422.1495L|B              |UGCS J035103.83+225037.9           |*  |03 51 03.8280233774 +22 50 38.068532862|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9080|   4367.50|    80|2019PASP..131d4101G|B              |UGCS J034324.40+231330.1           |*  |03 43 24.3942199286 +23 13 30.330272290|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9081|   4367.50|    92|2012MNRAS.422.1495L|B              |UGCS J034324.40+231330.1           |*  |03 43 24.3942199286 +23 13 30.330272290|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9082|   4367.50|   100|2018A&A...616A..10G|B              |UGCS J034324.40+231330.1           |*  |03 43 24.3942199286 +23 13 30.330272290|     ~|     ~|     ~|     ~|     ~|~              |   4|   0
9083|  17127.12|    91|2012MNRAS.422.1495L|B              |UGCS J033215.29+204741.6           |PM*|03 32 15.2866336484 +20 47 42.026917622|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9084|   8501.28|    74|2012MNRAS.422.1495L|B              |DANCe J03561040+2302236            |*  |03 56 10.3832688752 +23 02 23.980982449|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9085|   8501.28|   100|2018A&A...616A..10G|B              |DANCe J03561040+2302236            |*  |03 56 10.3832688752 +23 02 23.980982449|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9086|   8501.28|   100|2018A&A...618A..93C|B              |DANCe J03561040+2302236            |*  |03 56 10.3832688752 +23 02 23.980982449|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9087|   8501.28|   100|2019PASP..131d4101G|B              |DANCe J03561040+2302236            |*  |03 56 10.3832688752 +23 02 23.980982449|     ~|     ~|     ~|     ~|     ~|~              |   8|   0
9088|  14890.18|    89|2012MNRAS.422.1495L|B              |UGCS J035535.35+274628.9           |*  |03 55 35.3373704788 +27 46 29.318574346|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9089|  12441.13|    90|2012MNRAS.422.1495L|B              |EPIC 210929521                     |*  |03 35 38.2216845363 +21 51 25.676074381|     ~|     ~|     ~|     ~|     ~|~              |   2|   0
9090|  17313.53|    82|2012MNRAS.422.1495L|B              |UGCS J034721.73+191828.6           |PM*|03 47 21.7374300537 +19 18 29.122937157|     ~|     ~|     ~|     ~|     ~|~              |   1|   0
9091|   9189.29|    69|2012MNRAS.422.1495L|B              |DANCe J03515190+2149216            |Er*|03 51 51.8967155568 +21 49 21.964223970|     ~|     ~|     ~|     ~|     ~|~              |  11|   0
9092|   9189.29|   100|2017AJ....154..224R|B              |DANCe J03515190+2149216            |Er*|03 51 51.8967155568 +21 49 21.964223970|     ~|     ~|     ~|     ~|     ~|~              |  11|   0
